scenario,is_conflict,number_of_conflicts,places_of_conflicts,conflict_vehicles,decisions,priority_order,waiting_times
"{""vehicles_scenario"": [{""vehicle_id"": ""V4671"", ""lane"": ""4"", ""speed"": 48.4115435461256, ""distance_to_intersection"": 448.4672410575382, ""direction"": ""east"", ""destination"": ""E""}, {""vehicle_id"": ""V3275"", ""lane"": ""7"", ""speed"": 25.476192842811862, ""distance_to_intersection"": 237.56122759187008, ""direction"": ""west"", ""destination"": ""F""}, {""vehicle_id"": ""V6934"", ""lane"": ""5"", ""speed"": 52.41191051753341, ""distance_to_intersection"": 136.08593852753825, ""direction"": ""south"", ""destination"": ""B""}, {""vehicle_id"": ""V6872"", ""lane"": ""6"", ""speed"": 25.92193746113832, ""distance_to_intersection"": 431.8766545139637, ""direction"": ""south"", ""destination"": ""A""}, {""vehicle_id"": ""V4583"", ""lane"": ""3"", ""speed"": 45.00256924841746, ""distance_to_intersection"": 349.6246222373801, ""direction"": ""east"", ""destination"": ""B""}]}",yes,1,['intersection'],"[{'vehicle1_id': 'V4671', 'vehicle2_id': 'V3275'}]",['Potential conflict: Vehicle V4671 must yield to Vehicle V3275'],"{'V4671': 1, 'V3275': 2, 'V6934': None, 'V6872': None, 'V4583': None}","{'V4671': 0, 'V3275': 2, 'V6934': 0, 'V6872': 0, 'V4583': 0}"
"{""vehicles_scenario"": [{""vehicle_id"": ""V9859"", ""lane"": ""2"", ""speed"": 74.20934733157014, ""distance_to_intersection"": 118.53353649045344, ""direction"": ""north"", ""destination"": ""D""}, {""vehicle_id"": ""V6220"", ""lane"": ""2"", ""speed"": 62.917687962759196, ""distance_to_intersection"": 352.8117731994873, ""direction"": ""north"", ""destination"": ""E""}, {""vehicle_id"": ""V5976"", ""lane"": ""3"", ""speed"": 28.147752311576532, ""distance_to_intersection"": 70.07644061611637, ""direction"": ""east"", ""destination"": ""H""}]}",yes,1,['intersection'],"[{'vehicle1_id': 'V9859', 'vehicle2_id': 'V5976'}]",['Potential conflict: Vehicle V5976 must yield to Vehicle V9859'],"{'V9859': 1, 'V5976': 2, 'V6220': None}","{'V9859': 0, 'V5976': 0, 'V6220': 0}"
"{""vehicles_scenario"": [{""vehicle_id"": ""V7792"", ""lane"": ""4"", ""speed"": 66.23545171132776, ""distance_to_intersection"": 186.9276197980196, ""direction"": ""east"", ""destination"": ""E""}, {""vehicle_id"": ""V1483"", ""lane"": ""3"", ""speed"": 41.85687310380186, ""distance_to_intersection"": 468.2572709010627, ""direction"": ""east"", ""destination"": ""H""}, {""vehicle_id"": ""V6349"", ""lane"": ""4"", ""speed"": 66.26732738776877, ""distance_to_intersection"": 469.0290152449423, ""direction"": ""east"", ""destination"": ""E""}, {""vehicle_id"": ""V2836"", ""lane"": ""7"", ""speed"": 39.78833519579375, ""distance_to_intersection"": 185.9968519434531, ""direction"": ""west"", ""destination"": ""F""}]}",no,0,[],[],[],"{'V7792': None, 'V1483': None, 'V6349': None, 'V2836': None}","{'V7792': 0, 'V1483': 0, 'V6349': 0, 'V2836': 0}"
"{""vehicles_scenario"": [{""vehicle_id"": ""V3656"", ""lane"": ""8"", ""speed"": 37.94397260644543, ""distance_to_intersection"": 440.97314332401965, ""direction"": ""west"", ""destination"": ""C""}, {""vehicle_id"": ""V2148"", ""lane"": ""6"", ""speed"": 64.32667545649056, ""distance_to_intersection"": 438.6213461783647, ""direction"": ""south"", ""destination"": ""G""}]}",no,0,[],[],[],"{'V3656': None, 'V2148': None}","{'V3656': 0, 'V2148': 0}"
"{""vehicles_scenario"": [{""vehicle_id"": ""V2223"", ""lane"": ""5"", ""speed"": 52.44439899577291, ""distance_to_intersection"": 79.65420937657196, ""direction"": ""south"", ""destination"": ""D""}, {""vehicle_id"": ""V2571"", ""lane"": ""6"", ""speed"": 27.4964930176165, ""distance_to_intersection"": 180.8611459196767, ""direction"": ""south"", ""destination"": ""H""}]}",no,0,[],[],[],"{'V2223': None, 'V2571': None}","{'V2223': 0, 'V2571': 0}"
"{""vehicles_scenario"": [{""vehicle_id"": ""V8669"", ""lane"": ""2"", ""speed"": 63.524140480901686, ""distance_to_intersection"": 235.90494748747625, ""direction"": ""north"", ""destination"": ""E""}, {""vehicle_id"": ""V2723"", ""lane"": ""2"", ""speed"": 28.410684649615625, ""distance_to_intersection"": 94.64800894498019, ""direction"": ""north"", ""destination"": ""C""}, {""vehicle_id"": ""V6094"", ""lane"": ""8"", ""speed"": 39.88958652593008, ""distance_to_intersection"": 157.22200518473443, ""direction"": ""west"", ""destination"": ""A""}, {""vehicle_id"": ""V1574"", ""lane"": ""1"", ""speed"": 33.870254918670256, ""distance_to_intersection"": 214.95010756264773, ""direction"": ""north"", ""destination"": ""F""}, {""vehicle_id"": ""V6971"", ""lane"": ""5"", ""speed"": 78.4717760890722, ""distance_to_intersection"": 143.16742714434866, ""direction"": ""south"", ""destination"": ""B""}]}",yes,2,"['intersection', 'intersection']","[{'vehicle1_id': 'V8669', 'vehicle2_id': 'V6094'}, {'vehicle1_id': 'V2723', 'vehicle2_id': 'V6094'}]","['Potential conflict: Vehicle V6094 must yield to Vehicle V8669', 'Potential conflict: Vehicle V6094 must yield to Vehicle V2723']","{'V2723': 1, 'V8669': 2, 'V6094': 3, 'V1574': None, 'V6971': None}","{'V2723': 0, 'V8669': 1, 'V6094': 2, 'V1574': 0, 'V6971': 0}"
"{""vehicles_scenario"": [{""vehicle_id"": ""V7979"", ""lane"": ""7"", ""speed"": 22.013678108309914, ""distance_to_intersection"": 372.1595146712098, ""direction"": ""west"", ""destination"": ""D""}, {""vehicle_id"": ""V5424"", ""lane"": ""8"", ""speed"": 62.19591785587555, ""distance_to_intersection"": 418.27759090165927, ""direction"": ""west"", ""destination"": ""B""}]}",no,0,[],[],[],"{'V7979': None, 'V5424': None}","{'V7979': 0, 'V5424': 0}"
"{""vehicles_scenario"": [{""vehicle_id"": ""V4213"", ""lane"": ""6"", ""speed"": 32.91858092772142, ""distance_to_intersection"": 276.73290806427474, ""direction"": ""south"", ""destination"": ""H""}, {""vehicle_id"": ""V6449"", ""lane"": ""7"", ""speed"": 58.74657595190514, ""distance_to_intersection"": 284.72689189602175, ""direction"": ""west"", ""destination"": ""D""}, {""vehicle_id"": ""V8763"", ""lane"": ""8"", ""speed"": 64.67532625988757, ""distance_to_intersection"": 404.253368387735, ""direction"": ""west"", ""destination"": ""C""}, {""vehicle_id"": ""V2072"", ""lane"": ""2"", ""speed"": 37.674992114343226, ""distance_to_intersection"": 442.1475314029532, ""direction"": ""north"", ""destination"": ""E""}]}",no,0,[],[],[],"{'V4213': None, 'V6449': None, 'V8763': None, 'V2072': None}","{'V4213': 0, 'V6449': 0, 'V8763': 0, 'V2072': 0}"
"{""vehicles_scenario"": [{""vehicle_id"": ""V3480"", ""lane"": ""1"", ""speed"": 74.48335154336557, ""distance_to_intersection"": 343.4794403994659, ""direction"": ""north"", ""destination"": ""F""}, {""vehicle_id"": ""V4737"", ""lane"": ""7"", ""speed"": 25.74742597394973, ""distance_to_intersection"": 411.3773959080654, ""direction"": ""west"", ""destination"": ""D""}]}",no,0,[],[],[],"{'V3480': None, 'V4737': None}","{'V3480': 0, 'V4737': 0}"
"{""vehicles_scenario"": [{""vehicle_id"": ""V7759"", ""lane"": ""7"", ""speed"": 36.063696899391076, ""distance_to_intersection"": 98.77857936672575, ""direction"": ""west"", ""destination"": ""D""}, {""vehicle_id"": ""V8363"", ""lane"": ""8"", ""speed"": 54.58767584514931, ""distance_to_intersection"": 430.72114374562534, ""direction"": ""west"", ""destination"": ""C""}, {""vehicle_id"": ""V7610"", ""lane"": ""2"", ""speed"": 43.66571486833784, ""distance_to_intersection"": 278.48284145162404, ""direction"": ""north"", ""destination"": ""E""}]}",no,0,[],[],[],"{'V7759': None, 'V8363': None, 'V7610': None}","{'V7759': 0, 'V8363': 0, 'V7610': 0}"
"{""vehicles_scenario"": [{""vehicle_id"": ""V9159"", ""lane"": ""5"", ""speed"": 62.27924041024421, ""distance_to_intersection"": 391.94324579284716, ""direction"": ""south"", ""destination"": ""D""}, {""vehicle_id"": ""V7647"", ""lane"": ""6"", ""speed"": 59.7945587436587, ""distance_to_intersection"": 291.8340963296621, ""direction"": ""south"", ""destination"": ""A""}, {""vehicle_id"": ""V3235"", ""lane"": ""2"", ""speed"": 35.059611992795794, ""distance_to_intersection"": 369.6409878862046, ""direction"": ""north"", ""destination"": ""E""}]}",no,0,[],[],[],"{'V9159': None, 'V7647': None, 'V3235': None}","{'V9159': 0, 'V7647': 0, 'V3235': 0}"
"{""vehicles_scenario"": [{""vehicle_id"": ""V1291"", ""lane"": ""6"", ""speed"": 33.66925045811877, ""distance_to_intersection"": 452.77177060695647, ""direction"": ""south"", ""destination"": ""G""}, {""vehicle_id"": ""V3126"", ""lane"": ""8"", ""speed"": 36.120947833425234, ""distance_to_intersection"": 492.39357066544017, ""direction"": ""west"", ""destination"": ""C""}]}",yes,1,['intersection'],"[{'vehicle1_id': 'V1291', 'vehicle2_id': 'V3126'}]",['Potential conflict: Vehicle V1291 must yield to Vehicle V3126'],"{'V1291': 1, 'V3126': 2}","{'V1291': 0, 'V3126': 2}"
"{""vehicles_scenario"": [{""vehicle_id"": ""V7360"", ""lane"": ""2"", ""speed"": 72.46676635565555, ""distance_to_intersection"": 262.6054030417391, ""direction"": ""north"", ""destination"": ""E""}, {""vehicle_id"": ""V7690"", ""lane"": ""7"", ""speed"": 27.163758365576186, ""distance_to_intersection"": 446.5232427019497, ""direction"": ""west"", ""destination"": ""D""}, {""vehicle_id"": ""V5626"", ""lane"": ""6"", ""speed"": 45.5755866975993, ""distance_to_intersection"": 127.81116086838253, ""direction"": ""south"", ""destination"": ""A""}, {""vehicle_id"": ""V3454"", ""lane"": ""2"", ""speed"": 27.252096129463375, ""distance_to_intersection"": 351.1790461948977, ""direction"": ""north"", ""destination"": ""D""}]}",no,0,[],[],[],"{'V7360': None, 'V7690': None, 'V5626': None, 'V3454': None}","{'V7360': 0, 'V7690': 0, 'V5626': 0, 'V3454': 0}"
"{""vehicles_scenario"": [{""vehicle_id"": ""V8112"", ""lane"": ""4"", ""speed"": 41.63689638657803, ""distance_to_intersection"": 158.382219557288, ""direction"": ""east"", ""destination"": ""F""}, {""vehicle_id"": ""V1957"", ""lane"": ""5"", ""speed"": 26.13154016574565, ""distance_to_intersection"": 187.38772652211125, ""direction"": ""south"", ""destination"": ""D""}, {""vehicle_id"": ""V7716"", ""lane"": ""4"", ""speed"": 46.10612553561017, ""distance_to_intersection"": 264.7835657993645, ""direction"": ""east"", ""destination"": ""E""}, {""vehicle_id"": ""V4168"", ""lane"": ""2"", ""speed"": 36.382785400571606, ""distance_to_intersection"": 357.78819777897, ""direction"": ""north"", ""destination"": ""D""}, {""vehicle_id"": ""V4886"", ""lane"": ""3"", ""speed"": 35.03936796084436, ""distance_to_intersection"": 55.88329146965673, ""direction"": ""east"", ""destination"": ""B""}]}",no,0,[],[],[],"{'V8112': None, 'V1957': None, 'V7716': None, 'V4168': None, 'V4886': None}","{'V8112': 0, 'V1957': 0, 'V7716': 0, 'V4168': 0, 'V4886': 0}"
"{""vehicles_scenario"": [{""vehicle_id"": ""V1704"", ""lane"": ""4"", ""speed"": 57.162164237876624, ""distance_to_intersection"": 465.8075716530982, ""direction"": ""east"", ""destination"": ""F""}, {""vehicle_id"": ""V2339"", ""lane"": ""6"", ""speed"": 58.137048302928115, ""distance_to_intersection"": 430.3044180837036, ""direction"": ""south"", ""destination"": ""A""}, {""vehicle_id"": ""V7569"", ""lane"": ""7"", ""speed"": 36.68140170309353, ""distance_to_intersection"": 87.09263720722173, ""direction"": ""west"", ""destination"": ""D""}, {""vehicle_id"": ""V6448"", ""lane"": ""8"", ""speed"": 51.140643052836715, ""distance_to_intersection"": 88.3666310315684, ""direction"": ""west"", ""destination"": ""B""}]}",yes,1,['intersection'],"[{'vehicle1_id': 'V1704', 'vehicle2_id': 'V2339'}]",['Potential conflict: Vehicle V1704 must yield to Vehicle V2339'],"{'V2339': 1, 'V1704': 2, 'V7569': None, 'V6448': None}","{'V2339': 0, 'V1704': 0, 'V7569': 0, 'V6448': 0}"
"{""vehicles_scenario"": [{""vehicle_id"": ""V1933"", ""lane"": ""2"", ""speed"": 26.028796380964934, ""distance_to_intersection"": 83.48107898729347, ""direction"": ""north"", ""destination"": ""E""}, {""vehicle_id"": ""V7915"", ""lane"": ""3"", ""speed"": 79.2300912566686, ""distance_to_intersection"": 199.78332537796226, ""direction"": ""east"", ""destination"": ""H""}, {""vehicle_id"": ""V1177"", ""lane"": ""6"", ""speed"": 72.62995237719353, ""distance_to_intersection"": 386.22355044078006, ""direction"": ""south"", ""destination"": ""A""}, {""vehicle_id"": ""V6392"", ""lane"": ""5"", ""speed"": 43.55775072593664, ""distance_to_intersection"": 160.20616786303162, ""direction"": ""south"", ""destination"": ""B""}]}",yes,2,"['intersection', 'intersection']","[{'vehicle1_id': 'V1933', 'vehicle2_id': 'V7915'}, {'vehicle1_id': 'V1933', 'vehicle2_id': 'V6392'}]","['Potential conflict: Vehicle V1933 must yield to Vehicle V7915', 'Potential conflict: Vehicle V6392 must yield to Vehicle V1933']","{'V7915': 1, 'V1933': 2, 'V6392': 3, 'V1177': None}","{'V7915': 0, 'V1933': 0, 'V6392': 1, 'V1177': 0}"
"{""vehicles_scenario"": [{""vehicle_id"": ""V8914"", ""lane"": ""7"", ""speed"": 39.72429013086633, ""distance_to_intersection"": 105.47997682621352, ""direction"": ""west"", ""destination"": ""D""}, {""vehicle_id"": ""V1699"", ""lane"": ""1"", ""speed"": 51.602717208568436, ""distance_to_intersection"": 198.26142457269935, ""direction"": ""north"", ""destination"": ""H""}, {""vehicle_id"": ""V4565"", ""lane"": ""4"", ""speed"": 58.04614525030506, ""distance_to_intersection"": 406.9038453894627, ""direction"": ""east"", ""destination"": ""G""}, {""vehicle_id"": ""V4247"", ""lane"": ""2"", ""speed"": 35.30718895865051, ""distance_to_intersection"": 496.84184925321523, ""direction"": ""north"", ""destination"": ""C""}, {""vehicle_id"": ""V7246"", ""lane"": ""4"", ""speed"": 52.913390353170186, ""distance_to_intersection"": 327.9811197661931, ""direction"": ""east"", ""destination"": ""G""}]}",no,0,[],[],[],"{'V8914': None, 'V1699': None, 'V4565': None, 'V4247': None, 'V7246': None}","{'V8914': 0, 'V1699': 0, 'V4565': 0, 'V4247': 0, 'V7246': 0}"
"{""vehicles_scenario"": [{""vehicle_id"": ""V9167"", ""lane"": ""2"", ""speed"": 27.47516229878095, ""distance_to_intersection"": 469.1429355290692, ""direction"": ""north"", ""destination"": ""E""}, {""vehicle_id"": ""V6492"", ""lane"": ""6"", ""speed"": 65.58138931884827, ""distance_to_intersection"": 118.3752481973222, ""direction"": ""south"", ""destination"": ""G""}]}",no,0,[],[],[],"{'V9167': None, 'V6492': None}","{'V9167': 0, 'V6492': 0}"
"{""vehicles_scenario"": [{""vehicle_id"": ""V3894"", ""lane"": ""5"", ""speed"": 27.316540944244807, ""distance_to_intersection"": 313.58109530095356, ""direction"": ""south"", ""destination"": ""D""}, {""vehicle_id"": ""V5891"", ""lane"": ""8"", ""speed"": 48.02869148095258, ""distance_to_intersection"": 106.79699914369522, ""direction"": ""west"", ""destination"": ""A""}, {""vehicle_id"": ""V2781"", ""lane"": ""4"", ""speed"": 78.62193895807565, ""distance_to_intersection"": 291.66463430666005, ""direction"": ""east"", ""destination"": ""G""}]}",no,0,[],[],[],"{'V3894': None, 'V5891': None, 'V2781': None}","{'V3894': 0, 'V5891': 0, 'V2781': 0}"
"{""vehicles_scenario"": [{""vehicle_id"": ""V1137"", ""lane"": ""8"", ""speed"": 48.292196445398574, ""distance_to_intersection"": 394.63319698947737, ""direction"": ""west"", ""destination"": ""C""}, {""vehicle_id"": ""V3365"", ""lane"": ""8"", ""speed"": 33.066245527877726, ""distance_to_intersection"": 361.0904470431562, ""direction"": ""west"", ""destination"": ""B""}, {""vehicle_id"": ""V2542"", ""lane"": ""7"", ""speed"": 59.655540109001045, ""distance_to_intersection"": 90.8225240411844, ""direction"": ""west"", ""destination"": ""F""}, {""vehicle_id"": ""V2450"", ""lane"": ""3"", ""speed"": 36.0607749979068, ""distance_to_intersection"": 217.67554601400616, ""direction"": ""east"", ""destination"": ""B""}, {""vehicle_id"": ""V8350"", ""lane"": ""1"", ""speed"": 26.208582430950585, ""distance_to_intersection"": 256.3291723897081, ""direction"": ""north"", ""destination"": ""F""}]}",no,0,[],[],[],"{'V1137': None, 'V3365': None, 'V2542': None, 'V2450': None, 'V8350': None}","{'V1137': 0, 'V3365': 0, 'V2542': 0, 'V2450': 0, 'V8350': 0}"
"{""vehicles_scenario"": [{""vehicle_id"": ""V5936"", ""lane"": ""5"", ""speed"": 73.59768847295547, ""distance_to_intersection"": 88.36307873031643, ""direction"": ""south"", ""destination"": ""D""}, {""vehicle_id"": ""V2538"", ""lane"": ""4"", ""speed"": 77.07606179409547, ""distance_to_intersection"": 350.1150353852311, ""direction"": ""east"", ""destination"": ""G""}]}",no,0,[],[],[],"{'V5936': None, 'V2538': None}","{'V5936': 0, 'V2538': 0}"
"{""vehicles_scenario"": [{""vehicle_id"": ""V1813"", ""lane"": ""2"", ""speed"": 48.358859301459944, ""distance_to_intersection"": 326.3377741973666, ""direction"": ""north"", ""destination"": ""D""}, {""vehicle_id"": ""V1485"", ""lane"": ""1"", ""speed"": 61.835746521285, ""distance_to_intersection"": 225.3469498746241, ""direction"": ""north"", ""destination"": ""H""}, {""vehicle_id"": ""V6771"", ""lane"": ""4"", ""speed"": 40.658530152158264, ""distance_to_intersection"": 150.0986201929541, ""direction"": ""east"", ""destination"": ""E""}, {""vehicle_id"": ""V8037"", ""lane"": ""4"", ""speed"": 34.17930161232505, ""distance_to_intersection"": 203.65155064184952, ""direction"": ""east"", ""destination"": ""F""}, {""vehicle_id"": ""V5123"", ""lane"": ""8"", ""speed"": 45.1078700700239, ""distance_to_intersection"": 133.39650565857124, ""direction"": ""west"", ""destination"": ""A""}]}",yes,3,"['intersection', 'intersection', 'intersection']","[{'vehicle1_id': 'V1813', 'vehicle2_id': 'V8037'}, {'vehicle1_id': 'V1485', 'vehicle2_id': 'V6771'}, {'vehicle1_id': 'V1485', 'vehicle2_id': 'V5123'}]","['Potential conflict: Vehicle V1813 must yield to Vehicle V8037', 'Potential conflict: Vehicle V6771 must yield to Vehicle V1485', 'Potential conflict: Vehicle V1485 must yield to Vehicle V5123']","{'V5123': 1, 'V1485': 2, 'V6771': 3, 'V8037': 4, 'V1813': 5}","{'V5123': 0, 'V1485': 0, 'V6771': 2, 'V8037': 0, 'V1813': 0}"
"{""vehicles_scenario"": [{""vehicle_id"": ""V4826"", ""lane"": ""6"", ""speed"": 42.83962856741266, ""distance_to_intersection"": 309.75369112540113, ""direction"": ""south"", ""destination"": ""G""}, {""vehicle_id"": ""V9671"", ""lane"": ""1"", ""speed"": 24.9736317754026, ""distance_to_intersection"": 385.4123987362643, ""direction"": ""north"", ""destination"": ""F""}]}",no,0,[],[],[],"{'V4826': None, 'V9671': None}","{'V4826': 0, 'V9671': 0}"
"{""vehicles_scenario"": [{""vehicle_id"": ""V1127"", ""lane"": ""6"", ""speed"": 79.59428836689983, ""distance_to_intersection"": 446.35969674307063, ""direction"": ""south"", ""destination"": ""G""}, {""vehicle_id"": ""V9810"", ""lane"": ""6"", ""speed"": 79.04897672452944, ""distance_to_intersection"": 302.9612884831256, ""direction"": ""south"", ""destination"": ""H""}, {""vehicle_id"": ""V1343"", ""lane"": ""2"", ""speed"": 41.007653557732866, ""distance_to_intersection"": 137.64160183356495, ""direction"": ""north"", ""destination"": ""D""}, {""vehicle_id"": ""V9019"", ""lane"": ""3"", ""speed"": 48.08318165605695, ""distance_to_intersection"": 417.01443458350366, ""direction"": ""east"", ""destination"": ""B""}]}",no,0,[],[],[],"{'V1127': None, 'V9810': None, 'V1343': None, 'V9019': None}","{'V1127': 0, 'V9810': 0, 'V1343': 0, 'V9019': 0}"
